CustomerID,recency,frequency,monetary,rfm_score,rfm_segment,segment,future_sales,predicted_future_sales
21601,162,1,589.96,223,Other,Occasional Low-Spenders,0.0,0.0
21609,178,1,553.97,223,Other,Occasional Low-Spenders,0.0,0.0
21610,155,1,548.98,223,Other,Occasional Low-Spenders,0.0,0.0
21611,158,1,617.47,223,Other,Occasional Low-Spenders,0.0,0.0
21619,165,1,556.26,223,Other,Occasional Low-Spenders,0.0,0.0
21627,37,1,17.27,521,Other,Occasional Low-Spenders,0.0,0.0
21632,114,1,14.98,321,Other,Occasional Low-Spenders,0.0,0.9346
21635,41,1,73.96,522,Other,Occasional Low-Spenders,0.0,5.9847
21636,7,1,14.98,521,Other,Occasional Low-Spenders,0.0,28.787300000000005
21640,12,1,123.96,522,Other,Occasional Low-Spenders,0.0,3.8757000000000006
21646,164,1,563.77,223,Other,Occasional Low-Spenders,0.0,0.0
21648,169,1,548.98,223,Other,Occasional Low-Spenders,0.0,0.0
21649,164,1,553.97,223,Other,Occasional Low-Spenders,0.0,0.0
21650,167,1,553.97,223,Other,Occasional Low-Spenders,0.0,0.0
21653,125,1,588.96,323,Other,Occasional Low-Spenders,0.0,0.0
21654,138,1,603.96,323,Other,Occasional Low-Spenders,0.0,0.0
21686,13,1,9.99,521,Other,Occasional Low-Spenders,0.0,3.0103999999999997
21688,142,1,14.98,221,Other,Occasional Low-Spenders,0.0,0.0
21693,62,1,44.98,421,Other,Occasional Low-Spenders,0.0,4.2392
21698,137,1,14.98,321,Other,Occasional Low-Spenders,0.0,0.0
21712,87,1,68.97,322,Other,Occasional Low-Spenders,0.0,63.244033333333284
21713,66,1,14.98,421,Other,Occasional Low-Spenders,0.0,0.0
21720,162,1,14.98,221,Other,Occasional Low-Spenders,0.0,1.3296999999999999
21724,20,1,14.98,521,Other,Occasional Low-Spenders,0.0,0.0
21743,94,1,49.97,322,Other,Occasional Low-Spenders,0.0,0.3127
21747,154,1,539.99,223,Other,Occasional Low-Spenders,0.0,0.0
21748,150,1,600.46,223,Other,Occasional Low-Spenders,0.0,0.0
21750,121,1,68.97,322,Other,Occasional Low-Spenders,0.0,3.321
21756,153,1,553.97,223,Other,Occasional Low-Spenders,0.0,0.0
21761,16,1,134.98,522,Other,Occasional Low-Spenders,0.0,2.1295
21766,144,1,539.99,223,Other,Occasional Low-Spenders,0.0,0.0
21769,151,1,603.49,223,Other,Occasional Low-Spenders,0.0,0.0
21771,21,1,22.93,521,Other,Occasional Low-Spenders,0.0,0.0
21775,123,1,69.97,322,Other,Occasional Low-Spenders,0.0,2.8632
21780,117,1,77.92,322,Other,Occasional Low-Spenders,0.0,8.5982
21787,163,1,17.27,221,Other,Occasional Low-Spenders,0.0,19.945500000000003
21789,86,1,14.98,321,Other,Occasional Low-Spenders,0.0,0.0
21790,53,1,74.46,422,Other,Occasional Low-Spenders,0.0,19.9381
21791,125,1,574.98,323,Other,Occasional Low-Spenders,0.0,0.0
21795,142,1,613.45,223,Other,Occasional Low-Spenders,0.0,0.0
21802,122,1,77.96,322,Other,Occasional Low-Spenders,0.0,0.7158
21810,153,1,562.96,223,Other,Occasional Low-Spenders,0.0,0.0
21903,137,1,548.98,323,Other,Occasional Low-Spenders,0.0,0.0
21909,141,1,563.77,223,Other,Occasional Low-Spenders,0.0,0.0
21915,143,1,570.47,223,Other,Occasional Low-Spenders,0.0,0.0
21917,59,1,69.97,422,Other,Occasional Low-Spenders,0.0,0.0
21918,183,1,68.97,222,Other,Occasional Low-Spenders,0.0,0.9057999999999999
21940,133,1,571.72,323,Other,Occasional Low-Spenders,0.0,0.0
22009,136,1,9.99,321,Other,Occasional Low-Spenders,0.0,8.1933
22012,32,1,14.98,521,Other,Occasional Low-Spenders,0.0,0.0
22023,134,1,78.96,322,Other,Occasional Low-Spenders,0.0,0.8548
22024,90,1,23.97,321,Other,Occasional Low-Spenders,0.0,2.6168
22025,24,1,14.98,521,Other,Occasional Low-Spenders,0.0,11.667313333333334
22034,123,1,14.98,321,Other,Occasional Low-Spenders,0.0,3.8425916666666673
22035,123,1,69.97,322,Other,Occasional Low-Spenders,0.0,2.8632
22038,178,1,84.95,222,Other,Occasional Low-Spenders,0.0,4.611800000000001
22040,77,1,37.27,421,Other,Occasional Low-Spenders,0.0,10.6724
22042,136,1,539.99,323,Other,Occasional Low-Spenders,0.0,0.0
22043,117,1,588.96,323,Other,Occasional Low-Spenders,0.0,0.0
22044,112,1,607.96,323,Other,Occasional Low-Spenders,0.0,0.0
22048,114,1,548.98,323,Other,Occasional Low-Spenders,0.0,0.0
22049,88,1,14.98,321,Other,Occasional Low-Spenders,0.0,0.6594
22052,173,1,14.98,221,Other,Occasional Low-Spenders,0.0,1.2684
22054,111,1,563.77,323,Other,Occasional Low-Spenders,0.0,0.0
22055,172,1,23.97,221,Other,Occasional Low-Spenders,0.0,28.029400000000006
22066,122,1,539.99,323,Other,Occasional Low-Spenders,0.0,0.0
22068,111,1,23.97,321,Other,Occasional Low-Spenders,0.0,2.0725
22069,3,1,22.93,521,Other,Occasional Low-Spenders,0.0,1.4636000000000002
22071,86,1,73.96,322,Other,Occasional Low-Spenders,0.0,4.8
22072,123,1,617.47,323,Other,Occasional Low-Spenders,0.0,0.0
22076,67,1,65.95,422,Other,Occasional Low-Spenders,0.0,1.9989999999999997
22077,117,1,29.99,321,Other,Occasional Low-Spenders,0.0,2.6988
22078,95,1,563.77,323,Other,Occasional Low-Spenders,0.0,0.0
22082,110,1,574.98,323,Other,Occasional Low-Spenders,0.0,0.0
22086,50,1,29.99,421,Other,Occasional Low-Spenders,0.0,8.452300000000001
22087,22,1,94.46,522,Other,Occasional Low-Spenders,0.0,0.8996999999999999
22088,109,1,570.47,323,Other,Occasional Low-Spenders,0.0,0.0
22089,115,1,553.97,323,Other,Occasional Low-Spenders,0.0,0.0
22090,173,1,32.28,221,Other,Occasional Low-Spenders,0.0,23.04970833333333
22099,80,1,563.77,423,Other,Occasional Low-Spenders,0.0,0.0
22103,70,1,69.97,422,Other,Occasional Low-Spenders,0.0,37.98524999999993
22104,86,1,553.97,323,Other,Occasional Low-Spenders,0.0,0.0
22106,82,1,553.97,423,Other,Occasional Low-Spenders,0.0,0.0
22108,105,1,84.97,322,Other,Occasional Low-Spenders,0.0,2.8039
22116,65,1,563.77,423,Other,Occasional Low-Spenders,0.0,0.0
22119,65,1,563.77,423,Other,Occasional Low-Spenders,0.0,0.0
22123,69,1,29.99,421,Other,Occasional Low-Spenders,0.0,0.5399
22125,143,1,34.98,221,Other,Occasional Low-Spenders,0.0,3.7793
22127,84,1,89.97,322,Other,Occasional Low-Spenders,0.0,0.6999
22129,80,1,574.98,423,Other,Occasional Low-Spenders,0.0,0.0
22130,84,1,574.98,323,Other,Occasional Low-Spenders,0.0,0.0
22131,74,1,561.48,423,Other,Occasional Low-Spenders,0.0,0.0
22132,65,1,562.96,423,Other,Occasional Low-Spenders,0.0,0.0
22136,87,1,553.97,323,Other,Occasional Low-Spenders,0.0,0.0
22138,106,1,37.27,321,Other,Occasional Low-Spenders,0.0,1.2946
22139,81,1,548.98,423,Other,Occasional Low-Spenders,0.0,0.0
22142,127,1,71.94,322,Other,Occasional Low-Spenders,0.0,12.1769
22145,132,1,37.27,321,Other,Occasional Low-Spenders,0.0,7.367199999999998
22153,65,1,548.98,423,Other,Occasional Low-Spenders,0.0,0.0
22162,57,1,69.97,422,Other,Occasional Low-Spenders,0.0,0.0
22163,178,1,37.27,221,Other,Occasional Low-Spenders,0.0,0.9891
22164,52,1,563.77,423,Other,Occasional Low-Spenders,0.0,0.0
22165,75,1,191.28,422,Other,Occasional Low-Spenders,0.0,2.6789
22185,128,1,38.98,321,Other,Occasional Low-Spenders,0.0,3.8482
22215,109,1,78.96,322,Other,Occasional Low-Spenders,0.0,14.333200000000003
22216,51,1,564.48,423,Other,Occasional Low-Spenders,0.0,0.0
22224,52,1,624.95,423,Other,Occasional Low-Spenders,0.0,0.0
22226,136,1,34.98,321,Other,Occasional Low-Spenders,0.0,3.0593
22227,128,1,34.98,321,Other,Occasional Low-Spenders,0.0,0.2728
22231,63,1,608.96,423,Other,Occasional Low-Spenders,0.0,0.0
22237,5,1,29.99,521,Other,Occasional Low-Spenders,0.0,4.1421
22239,31,1,32.28,521,Other,Occasional Low-Spenders,0.0,0.0
22249,35,1,539.99,523,Other,Occasional Low-Spenders,0.0,0.0
22250,35,1,548.98,523,Other,Occasional Low-Spenders,0.0,0.0
22256,61,1,570.47,423,Other,Occasional Low-Spenders,0.0,0.0
22257,56,1,539.99,423,Other,Occasional Low-Spenders,0.0,0.0
22258,46,1,548.98,423,Other,Occasional Low-Spenders,0.0,0.0
22261,216,1,561.48,223,Other,Occasional Low-Spenders,0.0,70.6192
22262,191,1,539.99,223,Other,Occasional Low-Spenders,0.0,0.0
22266,36,1,724.47,523,Other,Occasional Low-Spenders,0.0,0.0
22269,9,1,94.46,522,Other,Occasional Low-Spenders,0.0,2.8541
22270,55,1,608.96,423,Other,Occasional Low-Spenders,0.0,0.0
22271,43,1,612.95,423,Other,Occasional Low-Spenders,0.0,0.0
22272,41,1,571.72,523,Other,Occasional Low-Spenders,0.0,0.0
22273,196,1,574.98,223,Other,Occasional Low-Spenders,0.0,0.0
22275,174,1,615.47,223,Other,Occasional Low-Spenders,0.0,0.0
22276,180,1,599.47,223,Other,Occasional Low-Spenders,0.0,0.0
22280,76,1,32.28,421,Other,Occasional Low-Spenders,0.0,0.3747499999999999
22281,167,1,539.99,223,Other,Occasional Low-Spenders,0.0,0.0
22284,185,1,600.46,223,Other,Occasional Low-Spenders,0.0,0.0
22286,81,1,34.98,421,Other,Occasional Low-Spenders,0.0,0.6790999999999999
22287,164,1,539.99,223,Other,Occasional Low-Spenders,0.0,0.0
22289,176,1,561.48,223,Other,Occasional Low-Spenders,0.0,0.0
22291,62,1,574.98,423,Other,Occasional Low-Spenders,0.0,0.0
22292,36,1,553.97,523,Other,Occasional Low-Spenders,0.0,0.0
22293,56,1,561.48,423,Other,Occasional Low-Spenders,0.0,0.0
22294,40,1,650.45,523,Other,Occasional Low-Spenders,0.0,0.0
22295,39,1,600.46,523,Other,Occasional Low-Spenders,0.0,0.0
22297,46,1,600.46,423,Other,Occasional Low-Spenders,0.0,0.0
22298,8,1,578.46,523,Other,Occasional Low-Spenders,0.0,0.0
22301,176,1,539.99,223,Other,Occasional Low-Spenders,0.0,0.0
22330,185,1,608.96,223,Other,Occasional Low-Spenders,0.0,0.0
22336,128,1,600.46,323,Other,Occasional Low-Spenders,0.0,0.0
22338,180,1,68.97,222,Other,Occasional Low-Spenders,0.0,1.8115999999999999
22344,65,1,2419.06,424,Other,Occasional Low-Spenders,0.0,0.0
22345,165,1,73.97,222,Other,Occasional Low-Spenders,0.0,6.271
22346,153,1,574.98,223,Other,Occasional Low-Spenders,0.0,0.0
22348,67,1,14.98,421,Other,Occasional Low-Spenders,0.0,0.0
22355,58,1,9.99,421,Other,Occasional Low-Spenders,0.0,0.3197
22358,71,1,38.98,421,Other,Occasional Low-Spenders,0.0,2.5036
22361,39,1,34.98,521,Other,Occasional Low-Spenders,0.0,18.3159
22364,14,1,45.22,522,Other,Occasional Low-Spenders,0.0,4.338300000000001
22365,175,1,32.28,221,Other,Occasional Low-Spenders,0.0,16.791566666666668
22367,97,1,69.97,322,Other,Occasional Low-Spenders,0.0,1.3998
22369,51,1,69.97,422,Other,Occasional Low-Spenders,0.0,0.0
22372,147,1,574.98,223,Other,Occasional Low-Spenders,0.0,24.1996
22547,86,1,37.27,321,Other,Occasional Low-Spenders,0.0,6.653300000000001
22718,4,1,600.46,523,Other,Occasional Low-Spenders,0.0,0.0
22719,14,1,567.76,523,Other,Occasional Low-Spenders,0.0,0.0
22722,12,1,562.96,523,Other,Occasional Low-Spenders,0.0,0.0
22724,4,1,69.97,522,Other,Occasional Low-Spenders,0.0,1.2953000000000001
22729,117,1,69.97,322,Other,Occasional Low-Spenders,0.0,8.433100000000001
22731,23,1,69.97,522,Other,Occasional Low-Spenders,0.0,23.40466499999998
22734,158,1,73.96,222,Other,Occasional Low-Spenders,0.0,3.028600000000001
22737,49,1,165.22,422,Other,Occasional Low-Spenders,0.0,68.57209999999992
22745,145,1,588.96,223,Other,Occasional Low-Spenders,0.0,0.0
22746,15,1,40.23,521,Other,Occasional Low-Spenders,0.0,4.1176
22747,108,1,32.28,321,Other,Occasional Low-Spenders,0.0,0.8996999999999999
22751,49,1,133.47,422,Other,Occasional Low-Spenders,0.0,6.836400000000002
22756,92,1,69.97,322,Other,Occasional Low-Spenders,0.0,0.6561499999999999
22768,104,1,600.46,323,Other,Occasional Low-Spenders,0.0,0.0
22769,54,1,29.99,421,Other,Occasional Low-Spenders,0.0,5.898000000000001
22770,12,1,539.99,523,Other,Occasional Low-Spenders,0.0,0.0
22775,29,1,37.27,521,Other,Occasional Low-Spenders,0.0,24.674131190476178
22776,63,1,69.97,422,Other,Occasional Low-Spenders,0.0,8.981040000000002
22778,99,1,722.77,323,Other,Occasional Low-Spenders,0.0,69.5997
22780,102,1,722.77,323,Other,Occasional Low-Spenders,0.0,69.5997
22782,10,1,567.76,523,Other,Occasional Low-Spenders,0.0,0.0
22784,24,1,564.48,523,Other,Occasional Low-Spenders,0.0,0.0
22787,27,1,620.46,523,Other,Occasional Low-Spenders,0.0,0.0
22788,19,1,603.96,523,Other,Occasional Low-Spenders,0.0,0.0
22789,15,1,574.98,523,Other,Occasional Low-Spenders,0.0,0.0
22790,7,1,574.98,523,Other,Occasional Low-Spenders,0.0,0.0
22791,100,1,600.46,323,Other,Occasional Low-Spenders,0.0,0.0
22862,4,1,539.99,523,Other,Occasional Low-Spenders,0.0,0.0
22873,11,1,539.99,523,Other,Occasional Low-Spenders,0.0,0.0
22875,110,1,556.26,323,Other,Occasional Low-Spenders,0.0,0.0
22876,105,1,574.98,323,Other,Occasional Low-Spenders,0.0,0.0
22879,109,1,562.96,323,Other,Occasional Low-Spenders,0.0,0.0
22886,107,1,599.47,323,Other,Occasional Low-Spenders,0.0,0.0
22887,96,1,578.46,323,Other,Occasional Low-Spenders,0.0,0.0
22891,81,1,69.97,422,Other,Occasional Low-Spenders,0.0,5.413603333333334
22894,147,1,32.28,221,Other,Occasional Low-Spenders,0.0,0.4999
22898,91,1,539.99,323,Other,Occasional Low-Spenders,0.0,0.0
22899,93,1,600.46,323,Other,Occasional Low-Spenders,0.0,0.0
22977,66,1,69.97,422,Other,Occasional Low-Spenders,0.0,11.122215
22980,177,1,29.99,221,Other,Occasional Low-Spenders,0.0,1.2294999999999998
22982,149,1,69.97,222,Other,Occasional Low-Spenders,0.0,3.1664999999999996
22989,77,1,69.97,422,Other,Occasional Low-Spenders,0.0,7.999518333333333
22990,99,1,29.99,321,Other,Occasional Low-Spenders,0.0,0.0
22991,59,1,34.98,421,Other,Occasional Low-Spenders,0.0,0.0
23007,117,1,14.98,321,Other,Occasional Low-Spenders,0.0,8.3016
23011,32,1,14.98,521,Other,Occasional Low-Spenders,0.0,0.0
23019,78,1,613.45,423,Other,Occasional Low-Spenders,0.0,0.0
23039,77,1,561.48,423,Other,Occasional Low-Spenders,0.0,0.0
23040,69,1,565.47,423,Other,Occasional Low-Spenders,0.0,0.0
23058,1,1,588.96,523,Other,Occasional Low-Spenders,0.0,0.0
23060,62,1,126.93,422,Other,Occasional Low-Spenders,0.0,0.0
23061,144,1,29.99,221,Other,Occasional Low-Spenders,0.0,0.1024
23066,90,1,617.47,323,Other,Occasional Low-Spenders,0.0,0.0
23067,62,1,84.97,422,Other,Occasional Low-Spenders,0.0,13.0549
23069,168,1,69.97,222,Other,Occasional Low-Spenders,0.0,9.8172
23071,54,1,32.28,421,Other,Occasional Low-Spenders,0.0,2.7385533333333347
23075,88,1,563.77,323,Other,Occasional Low-Spenders,0.0,0.0
23080,77,1,548.98,423,Other,Occasional Low-Spenders,0.0,0.0
23092,37,1,29.99,521,Other,Occasional Low-Spenders,0.0,0.0
23110,67,1,539.99,423,Other,Occasional Low-Spenders,0.0,0.0
23111,65,1,553.97,423,Other,Occasional Low-Spenders,0.0,0.0
23112,84,1,561.48,323,Other,Occasional Low-Spenders,0.0,0.0
23115,152,1,34.98,221,Other,Occasional Low-Spenders,0.0,0.4999
23127,82,1,565.47,423,Other,Occasional Low-Spenders,0.0,0.0
23130,166,1,32.28,221,Other,Occasional Low-Spenders,0.0,0.5946619047619048
23132,137,1,160.23,322,Other,Occasional Low-Spenders,0.0,5.3365
23139,56,1,553.97,423,Other,Occasional Low-Spenders,0.0,0.0
23145,36,1,574.98,523,Other,Occasional Low-Spenders,0.0,0.0
23153,133,1,34.98,321,Other,Occasional Low-Spenders,0.0,11.2917
23155,52,1,608.96,423,Other,Occasional Low-Spenders,0.0,0.0
23165,49,1,548.98,423,Other,Occasional Low-Spenders,0.0,0.0
23166,44,1,556.93,423,Other,Occasional Low-Spenders,0.0,0.0
23171,86,1,123.96,322,Other,Occasional Low-Spenders,0.0,0.0
23176,33,1,539.99,523,Other,Occasional Low-Spenders,0.0,0.0
23183,28,1,548.98,523,Other,Occasional Low-Spenders,0.0,0.0
23184,65,1,45.22,422,Other,Occasional Low-Spenders,0.0,2.4108000000000005
23197,2,1,38.98,521,Other,Occasional Low-Spenders,0.0,0.8548
23205,84,1,69.97,322,Other,Occasional Low-Spenders,0.0,31.139149999999994
23216,4,1,613.45,523,Other,Occasional Low-Spenders,0.0,0.0
23217,29,1,563.77,523,Other,Occasional Low-Spenders,0.0,0.0
23238,24,1,617.47,523,Other,Occasional Low-Spenders,0.0,0.0
23239,18,1,539.99,523,Other,Occasional Low-Spenders,0.0,0.0
23252,165,1,14.98,221,Other,Occasional Low-Spenders,0.0,1.3296999999999999
23254,159,1,9.99,221,Other,Occasional Low-Spenders,0.0,12.538433333333332
23257,19,1,539.99,523,Other,Occasional Low-Spenders,0.0,0.0
23258,40,1,14.98,521,Other,Occasional Low-Spenders,0.0,12.97523999999999
23268,11,1,567.76,523,Other,Occasional Low-Spenders,0.0,0.0
23269,5,1,574.98,523,Other,Occasional Low-Spenders,0.0,0.0
23272,132,1,39.47,321,Other,Occasional Low-Spenders,0.0,1.3794
23276,21,1,2393.06,524,Other,Occasional Low-Spenders,0.0,121.70280000000001
23277,178,1,22.93,221,Other,Occasional Low-Spenders,0.0,4.3179
23278,48,1,9.99,421,Other,Occasional Low-Spenders,0.0,10.140899999999998
23286,15,1,29.99,521,Other,Occasional Low-Spenders,0.0,0.0
23336,142,1,32.28,221,Other,Occasional Low-Spenders,0.0,0.0
23354,154,1,69.97,222,Other,Occasional Low-Spenders,0.0,10.369925
23357,108,1,98.48,322,Other,Occasional Low-Spenders,0.0,12.019
23360,148,1,29.99,221,Other,Occasional Low-Spenders,0.0,4.612800000000002
23364,116,1,32.28,321,Other,Occasional Low-Spenders,0.0,0.0
23366,116,1,59.25,322,Other,Occasional Low-Spenders,0.0,18.3783
23380,128,1,69.97,322,Other,Occasional Low-Spenders,0.0,2.1979999999999995
23405,134,1,69.97,322,Other,Occasional Low-Spenders,0.0,0.8792
23452,178,1,32.28,221,Other,Occasional Low-Spenders,0.0,25.949576666666665
23456,70,1,157.27,422,Other,Occasional Low-Spenders,0.0,63.207999999999984
23469,106,1,29.99,321,Other,Occasional Low-Spenders,0.0,2.6988
23470,72,1,106.93,422,Other,Occasional Low-Spenders,0.0,4.8669
23472,146,1,32.28,221,Other,Occasional Low-Spenders,0.0,0.0
23481,37,1,29.99,521,Other,Occasional Low-Spenders,0.0,0.0
23483,39,1,32.28,521,Other,Occasional Low-Spenders,0.0,17.5913
23500,59,1,34.98,421,Other,Occasional Low-Spenders,0.0,0.0
23502,170,1,32.28,221,Other,Occasional Low-Spenders,0.0,5.184738571428575
23549,64,1,93.49,422,Other,Occasional Low-Spenders,0.0,10.244200000000001
23578,138,1,37.27,321,Other,Occasional Low-Spenders,0.0,9.93056666666667
23580,157,1,69.97,222,Other,Occasional Low-Spenders,0.0,6.0669
23594,35,1,29.99,521,Other,Occasional Low-Spenders,0.0,0.0
23678,123,1,29.99,321,Other,Occasional Low-Spenders,0.0,3.071866666666667
23688,201,1,1214.85,223,Other,Occasional Low-Spenders,0.0,0.0
23689,28,1,43.97,521,Other,Occasional Low-Spenders,0.0,0.9956999999999999
23690,181,1,38.98,221,Other,Occasional Low-Spenders,0.0,3.7290000000000005
23693,19,1,119.96,522,Other,Occasional Low-Spenders,0.0,0.0
23695,176,1,150.93,222,Other,Occasional Low-Spenders,0.0,0.0
23722,135,1,32.28,321,Other,Occasional Low-Spenders,0.0,0.0
23727,36,1,34.98,521,Other,Occasional Low-Spenders,0.0,125.17679166666672
23728,113,1,69.97,322,Other,Occasional Low-Spenders,0.0,3.406833333333333
23729,179,1,71.58,222,Other,Occasional Low-Spenders,0.0,0.0
23787,129,1,71.58,322,Other,Occasional Low-Spenders,0.0,0.9323
23795,135,1,71.58,322,Other,Occasional Low-Spenders,0.0,1.5019
23796,27,1,36.59,521,Other,Occasional Low-Spenders,0.0,48.903449999999964
23797,111,1,67.59,322,Other,Occasional Low-Spenders,0.0,2.639
23808,42,1,29.99,421,Other,Occasional Low-Spenders,0.0,9.750200000000001
23810,71,1,32.28,421,Other,Occasional Low-Spenders,0.0,0.02495
23823,75,1,59.47,422,Other,Occasional Low-Spenders,0.0,9.554299999999998
23824,176,1,69.97,222,Other,Occasional Low-Spenders,0.0,9.8682
23826,112,1,32.28,321,Other,Occasional Low-Spenders,0.0,1.7122
23839,108,1,29.99,321,Other,Occasional Low-Spenders,0.0,6.5971
23862,123,1,69.97,322,Other,Occasional Low-Spenders,0.0,2.8632
23863,52,1,69.97,422,Other,Occasional Low-Spenders,0.0,0.1497
23864,3,1,84.97,522,Other,Occasional Low-Spenders,0.0,0.08990000000000001
23888,148,1,34.98,221,Other,Occasional Low-Spenders,0.0,0.13979999999999998
24227,5,1,34.98,521,Other,Occasional Low-Spenders,0.0,24.353800000000007
24261,20,1,71.58,522,Other,Occasional Low-Spenders,0.0,2.5794333333333332
24262,38,1,38.88,521,Other,Occasional Low-Spenders,0.0,0.7498
24263,20,1,34.89,521,Other,Occasional Low-Spenders,0.0,14.774800000000003
24265,11,1,96.07,522,Other,Occasional Low-Spenders,0.0,1.0795
24275,156,1,831.33,223,Other,Occasional Low-Spenders,0.0,377.85420000000005
24289,119,1,32.6,321,Other,Occasional Low-Spenders,0.0,0.16269999999999998
24292,169,1,38.88,221,Other,Occasional Low-Spenders,0.0,54.84191999999999
24293,185,1,34.89,221,Other,Occasional Low-Spenders,0.0,1.7691999999999999
24297,166,1,38.88,221,Other,Occasional Low-Spenders,0.0,9.32
24298,142,1,86.58,222,Other,Occasional Low-Spenders,0.0,6.958100000000001
24299,140,1,38.88,221,Other,Occasional Low-Spenders,0.0,45.767773809523796
24314,137,1,57.09,322,Other,Occasional Low-Spenders,0.0,0.0
24315,77,1,32.6,421,Other,Occasional Low-Spenders,0.0,3.3981
24317,162,1,34.89,221,Other,Occasional Low-Spenders,0.0,8.446200000000001
24318,98,1,71.58,322,Other,Occasional Low-Spenders,0.0,0.0
24339,216,1,2384.07,224,Other,Occasional Low-Spenders,0.0,173.62769999999998
24340,158,1,2393.06,224,Other,Occasional Low-Spenders,0.0,0.0
24341,158,1,2453.04,224,Other,Occasional Low-Spenders,0.0,0.0
24343,146,1,2443.55,224,Other,Occasional Low-Spenders,0.0,0.0
24346,100,1,2473.04,324,Other,Occasional Low-Spenders,0.0,0.0
24347,117,1,2419.06,324,Other,Occasional Low-Spenders,0.0,0.0
24348,109,1,2443.55,324,Other,Occasional Low-Spenders,0.0,0.0
24349,120,1,2419.06,324,Other,Occasional Low-Spenders,0.0,0.0
24350,90,1,71.58,322,Other,Occasional Low-Spenders,0.0,0.0
24351,117,1,2393.06,324,Other,Occasional Low-Spenders,0.0,0.0
24353,88,1,2398.05,324,Other,Occasional Low-Spenders,0.0,0.0
24354,93,1,2418.05,324,Other,Occasional Low-Spenders,0.0,0.21576
24355,78,1,36.59,421,Other,Occasional Low-Spenders,0.0,2.6201000000000003
24357,80,1,2443.55,424,Other,Occasional Low-Spenders,0.0,0.0
24358,69,1,2418.05,424,Other,Occasional Low-Spenders,0.0,0.0
24359,88,1,2420.34,324,Other,Occasional Low-Spenders,0.0,0.0
24391,63,1,42.84,421,Other,Occasional Low-Spenders,0.0,10.613900000000001
24394,31,1,36.59,521,Other,Occasional Low-Spenders,0.0,3.8919333333333337
24395,123,1,36.59,321,Other,Occasional Low-Spenders,0.0,11.5446
24396,97,1,38.88,321,Other,Occasional Low-Spenders,0.0,18.72885
24397,152,1,38.88,221,Other,Occasional Low-Spenders,0.0,5.233
24398,105,1,42.84,321,Other,Occasional Low-Spenders,0.0,3.7483
24401,2,1,45.58,522,Other,Occasional Low-Spenders,0.0,5.614600000000001
24403,207,1,2393.06,224,Other,Occasional Low-Spenders,0.0,103.92900000000003
24404,191,1,2384.07,224,Other,Occasional Low-Spenders,0.0,0.0
24405,191,1,2419.06,224,Other,Occasional Low-Spenders,0.0,0.0
24411,132,1,71.58,322,Other,Occasional Low-Spenders,0.0,2.0715
24412,87,1,38.88,321,Other,Occasional Low-Spenders,0.0,9.917599999999998
24413,201,1,2407.04,224,Other,Occasional Low-Spenders,0.0,0.0
24414,193,1,2398.05,224,Other,Occasional Low-Spenders,0.0,0.0
24417,205,1,2467.02,224,Other,Occasional Low-Spenders,0.0,0.0
24419,96,1,71.58,322,Other,Occasional Low-Spenders,0.0,0.0
24422,102,1,152.6,322,Other,Occasional Low-Spenders,0.0,6.9804
24423,126,1,32.6,321,Other,Occasional Low-Spenders,0.0,4.0893
24424,133,1,249.58,322,Other,Occasional Low-Spenders,0.0,3.7977
24427,195,1,2400.34,224,Other,Occasional Low-Spenders,0.0,0.0
24430,64,1,130.56,422,Other,Occasional Low-Spenders,0.0,0.9122999999999999
24432,83,1,2438.06,424,Other,Occasional Low-Spenders,0.0,0.0
24433,188,1,2442.54,224,Other,Occasional Low-Spenders,0.0,0.0
24436,157,1,2438.06,224,Other,Occasional Low-Spenders,0.0,0.0
24437,161,1,2427.04,224,Other,Occasional Low-Spenders,0.0,0.0
24440,99,1,61.08,322,Other,Occasional Low-Spenders,0.0,0.0
24444,56,1,2443.55,424,Other,Occasional Low-Spenders,0.0,0.0
24445,63,1,2419.06,424,Other,Occasional Low-Spenders,0.0,32.231496
24446,46,1,2447.05,424,Other,Occasional Low-Spenders,0.0,0.0
24447,149,1,751.34,223,Other,Occasional Low-Spenders,0.0,470.1904
24449,79,1,38.88,421,Other,Occasional Low-Spenders,0.0,3.7546000000000004
24486,181,1,36.59,221,Other,Occasional Low-Spenders,0.0,4.6116
24492,151,1,791.32,223,Other,Occasional Low-Spenders,0.0,31.696499999999997
24499,72,1,32.6,421,Other,Occasional Low-Spenders,0.0,1.6491
24512,19,1,32.6,521,Other,Occasional Low-Spenders,0.0,2.9994
24513,112,1,38.88,321,Other,Occasional Low-Spenders,0.0,1.1226000000000003
24514,14,1,36.59,521,Other,Occasional Low-Spenders,0.0,5.045666666666666
24516,174,1,38.88,221,Other,Occasional Low-Spenders,0.0,74.40371333333324
24518,25,1,36.59,521,Other,Occasional Low-Spenders,0.0,8.907350000000001
24520,34,1,2462.55,524,Other,Occasional Low-Spenders,0.0,23.840700000000002
24522,178,1,2482.56,224,Other,Occasional Low-Spenders,0.0,0.0
24523,175,1,2492.02,224,Other,Occasional Low-Spenders,0.0,0.0
24526,157,1,2419.06,224,Other,Occasional Low-Spenders,0.0,0.0
24527,155,1,2419.06,224,Other,Occasional Low-Spenders,0.0,1.17438
24528,178,1,2420.34,224,Other,Occasional Low-Spenders,0.0,0.0
24529,178,1,2398.05,224,Other,Occasional Low-Spenders,0.0,0.0
